,state,assembly_no,assembly,candidate_name,sex,age,category,party,symbol,general,postal,total,%_votes_polled,total_electors
3251,Maharashtra,242,Osmanabad, Datta Mohan Tupe,MALE,26.0,GENERAL,IND,Tractor Chalata Kissan,726,0.0,726,0.3354619302,353647.0
3252,Maharashtra,242,Osmanabad, Siraj Alias Papa Phataru Sayyad,MALE,40.0,GENERAL,TPSTP,Kettle,685,4.0,689,0.3183653855,353647.0
3253,Maharashtra,242,Osmanabad, Raghunath Mariba Kasabe,MALE,55.0,SC,ABEP,Cup & Saucer,567,0.0,567,0.261992995,353647.0
3255,Maharashtra,243,Paranda , Tanaji Jaywant Sawant,MALE,55.0,GENERAL,SHS,Bow and Arrow,105993,681.0,106674,49.62366142,314711.0
3256,Maharashtra,243,Paranda , Rahul Maharudra Mote,MALE,43.0,GENERAL,NCP,Clock,73131,641.0,73772,34.31798517,314711.0
3257,Maharashtra,243,Paranda , Suryakant (Suresh Bhau) Chandrakant Kambale,MALE,46.0,GENERAL,VBA,Gas Cylinder,27744,195.0,27939,12.99693905,314711.0
3258,Maharashtra,243,Paranda , NOTA,,0.0,,NOTA,NOTA,1898,4.0,1902,0.8847910832,314711.0
3259,Maharashtra,243,Paranda , Mahadeo Shankar Lokhande,MALE,58.0,SC,BSP,Elephant,1088,5.0,1093,0.5084524995,314711.0
3260,Maharashtra,243,Paranda , Gurudas Sambhaji Kamble,MALE,36.0,SC,BVA,Whistle,1008,1.0,1009,0.4693765526,314711.0
3261,Maharashtra,243,Paranda , Sanket Vikramrao Chede,MALE,37.0,GENERAL,IND,Cup & Saucer,885,2.0,887,0.4126233916,314711.0
3262,Maharashtra,243,Paranda , Baliram Shankarrao Chede,MALE,70.0,GENERAL,IND,Key,502,1.0,503,0.2339904915,314711.0
3263,Maharashtra,243,Paranda , Adv. Revan Vishwanath Bhosale,MALE,55.0,GENERAL,JD(S),A lady farmer carrying paddy on her head,469,4.0,473,0.2200347962,314711.0
3264,Maharashtra,243,Paranda , Padghan Nanasaheb Dnyanoba,MALE,53.0,GENERAL,IND,Auto- Rickshaw,358,1.0,359,0.167003154,314711.0
3265,Maharashtra,243,Paranda , Aryanraje Kisanrao Shinde,MALE,38.0,SC,IND,Tractor Chalata Kissan,355,0.0,355,0.1651423946,314711.0
3267,Maharashtra,244,Karmala, Sanjaymama Vitthalrao Shinde,MALE,51.0,GENERAL,IND,Apple,78123,699.0,78822,36.64929256,302816.0
3268,Maharashtra,244,Karmala, Narayan (Aaba) Govindrao Patil,MALE,53.0,GENERAL,IND,Whistle,72631,697.0,73328,34.0947873,302816.0
3269,Maharashtra,244,Karmala, Bagal Rashmi Digambar,FEMALE,35.0,GENERAL,SHS,Bow and Arrow,52915,380.0,53295,24.78018887,302816.0
3270,Maharashtra,244,Karmala, Atul (Bhau) Bhairavnath Khupase,MALE,40.0,GENERAL,VBA,Gas Cylinder,4457,11.0,4468,2.077453492,302816.0
3271,Maharashtra,244,Karmala, NOTA,,0.0,,NOTA,NOTA,1590,7.0,1597,0.742545485,302816.0
3272,Maharashtra,244,Karmala, Patil Sanjay Krishnarao,MALE,52.0,GENERAL,NCP,Clock,1379,12.0,1391,0.6467631619,302816.0
3273,Maharashtra,244,Karmala, Shaikh Jainuddin Dastgir,MALE,40.0,GENERAL,BSP,Elephant,828,0.0,828,0.3849891431,302816.0
3274,Maharashtra,244,Karmala, Ram Tukaram Waghmare,MALE,47.0,SC,IND,Cup & Saucer,794,0.0,794,0.3691804102,302816.0
3275,Maharashtra,244,Karmala, Adv. Vijay Bhimarao Awhad,MALE,35.0,SC,IND,Auto- Rickshaw,548,0.0,548,0.2547995778,302816.0
3277,Maharashtra,245,Madha, Shinde Babanrao Vitthalrao,MALE,68.0,GENERAL,NCP,Clock,141701,872.0,142573,62.77762122,326537.0
3278,Maharashtra,245,Madha, Kokate Sanjay Shivlal,MALE,54.0,GENERAL,SHS,Bow and Arrow,74024,304.0,74328,32.72804128,326537.0
3279,Maharashtra,245,Madha, Ashok Joti Takatode,MALE,61.0,SC,BSP,Elephant,2994,6.0,3000,1.32095743,326537.0
3280,Maharashtra,245,Madha, NOTA,,0.0,,NOTA,NOTA,1625,3.0,1628,0.7168395653,326537.0
3281,Maharashtra,245,Madha, Jagadale Dinesh Gopinath,MALE,52.0,GENERAL,SBBGP,Sewing Machine,1442,7.0,1449,0.6380224387,326537.0
3282,Maharashtra,245,Madha, Anand Shamrao Londhe,MALE,28.0,SC,IND,Whistle,1412,0.0,1412,0.6217306304,326537.0
3283,Maharashtra,245,Madha, Adv.Khot Pandurang Vitthal,MALE,28.0,GENERAL,IND,PILLOW,839,2.0,841,0.3703083995,326537.0
3284,Maharashtra,245,Madha, Sarade Ganesh Navnath,MALE,32.0,GENERAL,IND,Battery torch,774,0.0,774,0.3408070169,326537.0
3285,Maharashtra,245,Madha, Zambare Jotiram Madhukar,MALE,30.0,GENERAL,IND,Almirah,418,0.0,418,0.1840534019,326537.0
3286,Maharashtra,245,Madha, Naganath Pandurang Bhosale,MALE,42.0,SC,IND,Frock,404,0.0,404,0.1778889339,326537.0
3287,Maharashtra,245,Madha, Shahajahan Paigambar Shaikh,MALE,46.0,GENERAL,BAHUMP,Shoe,281,0.0,281,0.1237296793,326537.0
3289,Maharashtra,246,Barshi , Rajendra Vitthal Raut,MALE,49.0,GENERAL,IND,Tractor Chalata Kissan,93961,1521.0,95482,42.56584461,306507.0
3290,Maharashtra,246,Barshi , Adv. Dilip Gangadhar Sopal,MALE,69.0,GENERAL,SHS,Bow and Arrow,91316,1090.0,92406,41.19456481,306507.0
3291,Maharashtra,246,Barshi , Bhumkar Niranjan Prakash,MALE,39.0,GENERAL,NCP,Clock,15915,204.0,16119,7.185844969,306507.0
3292,Maharashtra,246,Barshi , Vishal Bahubali Kalaskar,MALE,27.0,GENERAL,IND,Road Roller,11427,0.0,11427,5.094152891,306507.0
3293,Maharashtra,246,Barshi , Nagnath Abhimanu Chavan,MALE,38.0,GENERAL,MNS,Railway Engine,2716,2.0,2718,1.211683518,306507.0
3294,Maharashtra,246,Barshi , NOTA,,0.0,,NOTA,NOTA,1248,7.0,1255,0.5594785927,306507.0
3295,Maharashtra,246,Barshi , Kanishk Suresh Shinde,MALE,33.0,SC,BSP,Elephant,1146,10.0,1156,0.5153444248,306507.0
3296,Maharashtra,246,Barshi , Itkar Atul Bapurav,MALE,45.0,GENERAL,IND,Auto- Rickshaw,814,1.0,815,0.3633267355,306507.0
3297,Maharashtra,246,Barshi , Rajesh Madhukar Bangar,MALE,39.0,GENERAL,IND,Gas Stove,641,0.0,641,0.285757592,306507.0
3298,Maharashtra,246,Barshi , Anand Ramchandra Kashid,MALE,36.0,GENERAL,IND,Sewing Machine,593,1.0,594,0.2648050072,306507.0
3299,Maharashtra,246,Barshi , Adv. Suhas Tulshidas Kamble,MALE,36.0,SC,IND,Cup & Saucer,554,1.0,555,0.2474188199,306507.0
3300,Maharashtra,246,Barshi , Mahadev Eknath Kakade,MALE,43.0,GENERAL,IND,Pressure Cooker,456,4.0,460,0.2050678507,306507.0
3301,Maharashtra,246,Barshi , Babita Lakhan Kale,FEMALE,25.0,ST,ABHM,Whistle,324,1.0,325,0.1448848945,306507.0
3302,Maharashtra,246,Barshi , Jagannath Nivrutti Munde,MALE,41.0,GENERAL,IND,Helicopter,210,1.0,211,0.09406373152,306507.0
3303,Maharashtra,246,Barshi , Kazi Kamilauddin Ajimoddin Kazi,MALE,58.0,GENERAL,IND,Key,152,0.0,152,0.06776155067,306507.0
3305,Maharashtra,247,Mohol , Mane Yashwant Vitthal,MALE,47.0,SC,NCP,Clock,89845,687.0,90532,44.86046143,305901.0
3306,Maharashtra,247,Mohol , Kshirsagar Nagnath Dattatray,MALE,67.0,SC,SHS,Bow and Arrow,68396,437.0,68833,34.10816221,305901.0
3307,Maharashtra,247,Mohol , Ramesh Nagnath Kadam,MALE,47.0,SC,IND,Key,23573,76.0,23649,11.71856418,305901.0
3308,Maharashtra,247,Mohol , Gautam Kisan Vadave,MALE,56.0,SC,VBA,Gas Cylinder,6396,33.0,6429,3.185701261,305901.0
3309,Maharashtra,247,Mohol , Shejwal Manoj Bhaskarrao,MALE,45.0,SC,IND,Tractor Chalata Kissan,3814,8.0,3822,1.893879331,305901.0
3310,Maharashtra,247,Mohol , Rajendra Shivaji Shinde,MALE,36.0,SC,IND,Battery torch,1765,0.0,1765,0.8745936732,305901.0
3311,Maharashtra,247,Mohol , Dr. Hanumant Bhagwan Bhosale,MALE,43.0,SC,MNS,Railway Engine,1466,5.0,1471,0.7289106477,305901.0
3312,Maharashtra,247,Mohol , Dr. Anil Shamrao Shembade,MALE,36.0,SC,BVA,Whistle,1163,0.0,1163,0.5762903354,305901.0
3313,Maharashtra,247,Mohol , Adv. Premnath Changdev Sonawane,MALE,28.0,SC,BSP,Elephant,945,4.0,949,0.4702489495,305901.0
3314,Maharashtra,247,Mohol , NOTA,,0.0,,NOTA,NOTA,936,4.0,940,0.465789265,305901.0
3315,Maharashtra,247,Mohol , Sanjay Manohar Kharatmal,MALE,43.0,SC,IND,Road Roller,797,2.0,799,0.3959208753,305901.0
3316,Maharashtra,247,Mohol , Krushna Nagnath Bhise,MALE,34.0,SC,BAHUMP,Cup & Saucer,447,1.0,448,0.2219931816,305901.0
3317,Maharashtra,247,Mohol , Nagesh Bharat Vankalse,MALE,35.0,SC,IND,Bat,393,0.0,393,0.1947395544,305901.0
3318,Maharashtra,247,Mohol , Gaikwad Sarika Shrikisan,FEMALE,37.0,SC,IND,Hat,384,0.0,384,0.19027987,305901.0
3319,Maharashtra,247,Mohol , Atul Shravan More,MALE,34.0,SC,IND,Auto- Rickshaw,230,1.0,231,0.1144652343,305901.0
3321,Maharashtra,248,Solapur City North, DESHMUKH VIJAYKUMAR SIDRAMAPPA,MALE,62.0,GENERAL,BJP,Lotus,96256,273.0,96529,63.64283689,288466.0
3322,Maharashtra,248,Solapur City North, ANAND BABURAO CHANDANSHIVE,MALE,47.0,SC,VBA,Gas Cylinder,23386,75.0,23461,15.46814529,288466.0
3323,Maharashtra,248,Solapur City North, MANOHAR GANPAT SAPATE,MALE,67.0,GENERAL,NCP,Clock,19142,63.0,19205,12.66210862,288466.0
3324,Maharashtra,248,Solapur City North, BANSODE ATISH MOHAN,MALE,29.0,SC,AIMIM,Kite,5383,3.0,5386,3.551060505,288466.0
3325,Maharashtra,248,Solapur City North, NOTA,,0.0,,NOTA,NOTA,2151,2.0,2153,1.419501164,288466.0
3326,Maharashtra,248,Solapur City North, NAMDEO TUKARAM RASTE,MALE,72.0,SC,BSP,Elephant,1118,4.0,1122,0.7397493291,288466.0
3327,Maharashtra,248,Solapur City North, RAUT SOMNATH VIJAY,MALE,30.0,GENERAL,SBBGP,Sewing Machine,1058,0.0,1058,0.697553289,288466.0
3328,Maharashtra,248,Solapur City North, HUSAIN A.SAMAD KURESHI,MALE,32.0,GENERAL,HJP,Cup & Saucer,670,1.0,671,0.4423991086,288466.0
3329,Maharashtra,248,Solapur City North, KHANDU BHIMRAO DHADE,MALE,33.0,SC,APoI,Coat,373,1.0,374,0.2465831097,288466.0
3330,Maharashtra,248,Solapur City North, NAGMANI KISAN JAKKAN,FEMALE,57.0,GENERAL,IND,Bangles,361,0.0,361,0.2380120391,288466.0
3331,Maharashtra,248,Solapur City North, AHMED QASIM MOMIN,MALE,41.0,GENERAL,IND,Helicopter,328,1.0,329,0.216914019,288466.0
3332,Maharashtra,248,Solapur City North, JAYRAJ DHANRAJ NAGANSURE,MALE,41.0,GENERAL,IND,Almirah,313,0.0,313,0.2063650089,288466.0
3333,Maharashtra,248,Solapur City North, VISHNU RAMSWAMI KHANDARE,MALE,45.0,SC,IND,Tyres,288,0.0,288,0.1898821807,288466.0
3334,Maharashtra,248,Solapur City North, MANISHA KESHAV MANE,FEMALE,42.0,GENERAL,IND,Slate,156,0.0,156,0.1028528479,288466.0
3335,Maharashtra,248,Solapur City North, CHOLLE VIJAY PRAKASH,MALE,40.0,GENERAL,IND,Chappals,142,0.0,142,0.09362246412,288466.0
3336,Maharashtra,248,Solapur City North, IRAKSHETTI SUSHANT SIDRAM,MALE,30.0,GENERAL,IND,Apple,125,0.0,125,0.08241414095,288466.0
3338,Maharashtra,249,Solapur City central, Shinde Praniti Sushilkumar,FEMALE,38.0,GENERAL,INC,Hand,51153,287.0,51440,30.57882191,302160.0
3339,Maharashtra,249,Solapur City central, Haji Farooq Maqbool Shabdi,MALE,39.0,GENERAL,AIMIM,Kite,38619,102.0,38721,23.01793474,302160.0
3340,Maharashtra,249,Solapur City central, Kothe Mahesh Vishnupant,MALE,55.0,GENERAL,IND,Gas Stove,30022,59.0,30081,17.88183402,302160.0
3341,Maharashtra,249,Solapur City central, Dilip Brahmdeo Mane,MALE,59.0,GENERAL,SHS,Bow and Arrow,29092,155.0,29247,17.38605763,302160.0
3342,Maharashtra,249,Solapur City central, Adam Narasayya Narayan,MALE,74.0,GENERAL,CPIM,"Hammer, Sickle and Star",10485,20.0,10505,6.244761356,302160.0
3343,Maharashtra,249,Solapur City central, Imtiyaj Abdulmannan Peerjade,MALE,51.0,GENERAL,VBA,Gas Cylinder,2753,14.0,2767,1.644860035,302160.0
3344,Maharashtra,249,Solapur City central, NOTA,,0.0,,NOTA,NOTA,800,7.0,807,0.4797260746,302160.0
3345,Maharashtra,249,Solapur City central, Rahul Maruti Sarvgod,MALE,41.0,SC,BSP,Elephant,768,1.0,769,0.4571367427,302160.0
3346,Maharashtra,249,Solapur City central, Sathi Bashirahmed Bashamiya Shaikh,MALE,55.0,GENERAL,IND,Road Roller,457,0.0,457,0.2716664388,302160.0
3347,Maharashtra,249,Solapur City central, Deepak (DG) Ratan Gavli,MALE,33.0,SC,IND,Sewing Machine,420,0.0,420,0.249671563,302160.0
3348,Maharashtra,249,Solapur City central, M.Gous Samad Qureshi,MALE,35.0,GENERAL,HJP,Cup & Saucer,408,0.0,408,0.2425380898,302160.0
3349,Maharashtra,249,Solapur City central, Abute Vijay Goutamkumar,MALE,37.0,SC,BVA,Whistle,390,0.0,390,0.2318378799,302160.0
3350,Maharashtra,249,Solapur City central, Kalyani Shankar Halsangi,MALE,48.0,GENERAL,IND,COCONUT FARM,368,0.0,368,0.2187598457,302160.0
3351,Maharashtra,249,Solapur City central, Manish Subhash Gaikwad,MALE,46.0,GENERAL,IND,Balloon,339,0.0,339,0.2015206187,302160.0
3352,Maharashtra,249,Solapur City central, Ashok Bhairavnath Machan,MALE,34.0,GENERAL,IND,Television,325,0.0,325,0.1931982333,302160.0
3353,Maharashtra,249,Solapur City central, Sachin Shahu Maske,MALE,35.0,SC,IND,Bat,276,1.0,277,0.1646643404,302160.0
3354,Maharashtra,249,Solapur City central, Rajendra Dashrathsa Rangrej,MALE,49.0,GENERAL,IND,Auto- Rickshaw,227,0.0,227,0.1349415352,302160.0
3355,Maharashtra,249,Solapur City central, Khateeb Vakeel,MALE,56.0,GENERAL,AAAP,Broom,220,0.0,220,0.1307803425,302160.0
3356,Maharashtra,249,Solapur City central, Nagamani Kisan Jakkan,FEMALE,57.0,GENERAL,IND,Bangles,202,0.0,202,0.1200801327,302160.0
3357,Maharashtra,249,Solapur City central, Umesh Kishanrao Karpekar,MALE,40.0,GENERAL,IND,Pressure Cooker,151,0.0,151,0.08976287146,302160.0
3358,Maharashtra,249,Solapur City central, Adv. Vikram Uttam Kasabe,MALE,43.0,SC,IND,Pen Nib with Seven Rays,100,0.0,100,0.05944561024,302160.0
3360,Maharashtra,250,Akkalkot , Kalyanshetti Sachin Panchappa,MALE,38.0,GENERAL,BJP,Lotus,118435,1002.0,119437,55.94500913,346498.0
3361,Maharashtra,250,Akkalkot , Siddharam Satlingappa Mhetre,MALE,58.0,GENERAL,INC,Hand,81951,717.0,82668,38.72218839,346498.0
3362,Maharashtra,250,Akkalkot , Dharmraj Kashiram Rathod,MALE,51.0,GENERAL,VBA,Gas Cylinder,6596,34.0,6630,3.105531875,346498.0
3363,Maharashtra,250,Akkalkot , Bhante Nagmurti,MALE,40.0,SC,BSP,Elephant,1237,2.0,1239,0.5803550518,346498.0
3364,Maharashtra,250,Akkalkot , NOTA,,0.0,,NOTA,NOTA,1164,4.0,1168,0.5470982247,346498.0
3365,Maharashtra,250,Akkalkot , Madhukar Maruti Jadhav,MALE,37.0,GENERAL,MNS,Railway Engine,720,7.0,727,0.3405311724,346498.0
3366,Maharashtra,250,Akkalkot , Babanagare Sujata Basavraj,FEMALE,45.0,GENERAL,IND,Tractor Chalata Kissan,346,0.0,346,0.162068481,346498.0
3367,Maharashtra,250,Akkalkot , Shrivyakteshwar Maha Swamiji ( Katakdhond D. G. ),MALE,32.0,SC,IND,COCONUT FARM,308,1.0,309,0.1447374584,346498.0
3368,Maharashtra,250,Akkalkot , Surekha Ambaji Kshirsagar,FEMALE,39.0,SC,ABHM,Road Roller,266,0.0,266,0.1245959998,346498.0
3369,Maharashtra,250,Akkalkot , Santosh Gopichand Gajadhane,MALE,35.0,SC,BMUP,Cot,254,3.0,257,0.1203803457,346498.0
3370,Maharashtra,250,Akkalkot , Advocate Laxman Gurubasappa Mhetre,MALE,37.0,GENERAL,IND,FLUTE,232,1.0,233,0.1091386013,346498.0
3371,Maharashtra,250,Akkalkot , Amol Arun Harnalkar,MALE,26.0,GENERAL,IND,Whistle,210,0.0,210,0.09836526301,346498.0
3373,Maharashtra,251,Solapur South, Deshmukh Subhash Sureshchandra,MALE,62.0,GENERAL,BJP,Lotus,86442,781.0,87223,53.65192038,310524.0
3374,Maharashtra,251,Solapur South, Moulali Bashumiya Sayyed (Baba Mistri),MALE,52.0,GENERAL,INC,Hand,57668,308.0,57976,35.66173757,310524.0
3375,Maharashtra,251,Solapur South, Yuvraj (Bhayya) Bhimrao Rathod,MALE,35.0,ST,VBA,Gas Cylinder,8519,60.0,8579,5.277046478,310524.0
3376,Maharashtra,251,Solapur South, AmitKumar Sanjay Ajanalkar (Sir),MALE,36.0,GENERAL,AIMIM,Kite,2004,1.0,2005,1.233299707,310524.0
3377,Maharashtra,251,Solapur South, Prof. Naganath Ganapati Dupargude,MALE,38.0,SC,BSP,Elephant,1863,10.0,1873,1.152104914,310524.0
3378,Maharashtra,251,Solapur South, NOTA,,0.0,,NOTA,NOTA,1789,4.0,1793,1.102895948,310524.0
3379,Maharashtra,251,Solapur South, Shekharbhau or Sanket Chandan Bangale,MALE,25.0,GENERAL,IND,Cup & Saucer,840,4.0,844,0.51915459,310524.0
3380,Maharashtra,251,Solapur South, Meenakshi Dilip Tele,FEMALE,32.0,SC,IND,Sewing Machine,364,1.0,365,0.2245159068,310524.0
3381,Maharashtra,251,Solapur South, Shivanand Siddharam Ghongade,MALE,41.0,GENERAL,IND,Key,330,11.0,341,0.209753217,310524.0
3382,Maharashtra,251,Solapur South, Prof. Shrishail Mahadeo Rankhambe,MALE,34.0,SC,BVA,Whistle,300,2.0,302,0.1857638462,310524.0
3383,Maharashtra,251,Solapur South, Dipak Shankar Bhandare,MALE,46.0,GENERAL,IND,Iron,276,2.0,278,0.1710011564,310524.0
3384,Maharashtra,251,Solapur South, Dr. Baban Bhanudas Kamble,MALE,59.0,SC,IND,Stethoscope,264,2.0,266,0.1636198115,310524.0
3385,Maharashtra,251,Solapur South, Harshavardhan Jawahar Kamale,MALE,28.0,GENERAL,IND,Ring,250,1.0,251,0.1543931304,310524.0
3386,Maharashtra,251,Solapur South, Mahasidha Tukaram Gayakwad,MALE,28.0,SC,IND,Auto- Rickshaw,242,1.0,243,0.1494722338,310524.0
3387,Maharashtra,251,Solapur South, DR. NANASAHEB PANDIT ARJUN,MALE,25.0,GENERAL,IND,Syringe,230,3.0,233,0.1433211131,310524.0
3389,Maharashtra,252,Pandharpur, Bhalake Bharat Tukaram,MALE,59.0,GENERAL,NCP,Clock,89191,596.0,89787,37.48027618,334120.0
3390,Maharashtra,252,Pandharpur, Paricharak Sudhakar Ramchandra,MALE,83.0,GENERAL,BJP,Lotus,75623,803.0,76426,31.90292121,334120.0
3391,Maharashtra,252,Pandharpur, Autade Samadhan Mahadeo,MALE,43.0,GENERAL,IND,Tractor Chalata Kissan,53648,476.0,54124,22.59327595,334120.0
3392,Maharashtra,252,Pandharpur, Kalunge Shivajirao Bajirao,MALE,70.0,GENERAL,INC,Hand,7202,30.0,7232,3.018893128,334120.0
3393,Maharashtra,252,Pandharpur, Mane Santosh Mahadev,MALE,28.0,GENERAL,IND,Road Roller,3937,1.0,3938,1.643860777,334120.0
3394,Maharashtra,252,Pandharpur, Khadatare Dattatraya Tatya,MALE,43.0,SC,VBA,Gas Cylinder,1848,14.0,1862,0.777264796,334120.0
3395,Maharashtra,252,Pandharpur, Sarvagod Sarika Ravindra,FEMALE,25.0,SC,BSP,Elephant,969,6.0,975,0.4069995575,334120.0
3396,Maharashtra,252,Pandharpur, Sunil Suresh Gore,MALE,31.0,GENERAL,IND,DIAMOND,771,0.0,771,0.321842727,334120.0
3397,Maharashtra,252,Pandharpur, NOTA,,0.0,,NOTA,NOTA,633,6.0,639,0.2667412485,334120.0
3398,Maharashtra,252,Pandharpur, Adv.Aavchare Maruti Krishna,MALE,35.0,SC,BVA,Whistle,516,0.0,516,0.2153966889,334120.0
3399,Maharashtra,252,Pandharpur, Sudarshan Raychand Khandare,MALE,33.0,SC,IND,Table,466,0.0,466,0.1945249167,334120.0
3400,Maharashtra,252,Pandharpur, Annasaheb Sukhadev Maske,MALE,53.0,SC,IND,Kettle,428,0.0,428,0.1786623699,334120.0
3401,Maharashtra,252,Pandharpur, Birappa Ishwar Waghmode,MALE,36.0,GENERAL,IND,Gas Stove,426,0.0,426,0.177827499,334120.0
3402,Maharashtra,252,Pandharpur, Birappa Madhukar Mote,MALE,32.0,GENERAL,IND,Cot,404,0.0,404,0.1686439192,334120.0
3403,Maharashtra,252,Pandharpur, Aware Siddheshwar Bharat,MALE,28.0,GENERAL,BAHUMP,Cup & Saucer,372,2.0,374,0.1561208559,334120.0
3404,Maharashtra,252,Pandharpur, Prof. Engineer Namdeo Shekappa Thorbole Patil,MALE,45.0,GENERAL,IND,Bat,268,2.0,270,0.1127075698,334120.0
3405,Maharashtra,252,Pandharpur, Pratap Pandurang Kamble,MALE,25.0,SC,IND,Key,237,0.0,237,0.09893220014,334120.0
3406,Maharashtra,252,Pandharpur, Abdul Rauf Jafar Mulani,MALE,52.0,GENERAL,IND,Helicopter,224,0.0,224,0.09350553937,334120.0
3407,Maharashtra,252,Pandharpur, Adv.Lokare Shivlal Krishna,MALE,72.0,SC,IND,Pressure Cooker,195,0.0,195,0.0813999115,334120.0
3408,Maharashtra,252,Pandharpur, Nishikant Bandu Patil,MALE,54.0,GENERAL,IND,Battery torch,135,0.0,135,0.05635378489,334120.0
3409,Maharashtra,252,Pandharpur, Hanamant Vitthal Birajdar,MALE,46.0,GENERAL,IND,Walking Stick,129,0.0,129,0.05384917223,334120.0
3411,Maharashtra,253,Sangola, Adv. Shahajibapu Rajaram Patil,MALE,63.0,GENERAL,SHS,Bow and Arrow,98763,701.0,99464,46.16184306,294895.0
3412,Maharashtra,253,Sangola, Dr. Aniket Chandrakant Deshmukh,MALE,27.0,GENERAL,PWPI,Cart,97688,1008.0,98696,45.80540962,294895.0
3413,Maharashtra,253,Sangola, Rajashritai Dattatraya Nagane - Patil,FEMALE,46.0,GENERAL,IND,Helicopter,4466,18.0,4484,2.081051479,294895.0
3414,Maharashtra,253,Sangola, Rajaram Damu Kalebag,MALE,39.0,GENERAL,IND,Tractor Chalata Kissan,1928,0.0,1928,0.8947964431,294895.0
3415,Maharashtra,253,Sangola, Bapusaheb Chandu Thokale,MALE,43.0,SC,IND,Sewing Machine,1567,1.0,1568,0.7277182691,294895.0
3416,Maharashtra,253,Sangola, Vishnu Krishna Yalmar,MALE,62.0,GENERAL,VBA,Gas Cylinder,1031,10.0,1041,0.4831343865,294895.0
3417,Maharashtra,253,Sangola, Adv. Shankar Bhagwan Sargar,MALE,45.0,GENERAL,AIMIM,Kite,979,8.0,987,0.4580726604,294895.0
3418,Maharashtra,253,Sangola, Dipakaba Bapuso Salunkhe,MALE,57.0,GENERAL,NCP,Clock,884,31.0,915,0.4246570256,294895.0
3419,Maharashtra,253,Sangola, Dr. Sudarshan Murlidhar Gherade,MALE,34.0,GENERAL,IND,Table,877,5.0,882,0.4093415264,294895.0
3420,Maharashtra,253,Sangola, NOTA,,0.0,,NOTA,NOTA,694,6.0,700,0.3248742273,294895.0
3421,Maharashtra,253,Sangola, Vinod Alias Kalidas Vishwanath Kasabe,MALE,40.0,SC,BSP,Elephant,669,3.0,672,0.3118792582,294895.0
3422,Maharashtra,253,Sangola, Tukaram Keshav Shendage,MALE,31.0,GENERAL,NRSP,Brief Case,611,2.0,613,0.2844970019,294895.0
3423,Maharashtra,253,Sangola, Mohan Vishnu Raut,MALE,36.0,GENERAL,IND,Road Roller,523,1.0,524,0.2431915644,294895.0
3424,Maharashtra,253,Sangola, Haridas Bapuso Walke,MALE,43.0,GENERAL,IND,Key,474,0.0,474,0.2199862625,294895.0
3425,Maharashtra,253,Sangola, Bandu Agatarao Gadhire,MALE,55.0,SC,IND,Ring,471,0.0,471,0.2185939443,294895.0
3426,Maharashtra,253,Sangola, Bharat Digambar Gadhire,MALE,50.0,SC,IND,Truck,449,0.0,449,0.2083836115,294895.0
3427,Maharashtra,253,Sangola, Engr. Baliram Sukhadev More,MALE,49.0,SC,IND,Cup & Saucer,437,1.0,438,0.2032784451,294895.0
3428,Maharashtra,253,Sangola, Umesh Dnyanu Mandale,MALE,41.0,GENERAL,IND,Auto- Rickshaw,437,0.0,437,0.202814339,294895.0
3429,Maharashtra,253,Sangola, Laxman Sopan Hake,MALE,40.0,GENERAL,BVA,Whistle,266,1.0,267,0.1239163124,294895.0
3430,Maharashtra,253,Sangola, Navanath Bira Madane,MALE,33.0,GENERAL,IND,Battery torch,232,0.0,232,0.107672601,294895.0
3431,Maharashtra,253,Sangola, Parmeshwar P. Gejage,MALE,35.0,SC,IND,Bat,225,1.0,226,0.1048879648,294895.0
3433,Maharashtra,254,Malshiras , Ram Vitthal Satpute,MALE,30.0,SC,BJP,Lotus,102562,945.0,103507,48.08843958,320662.0
3434,Maharashtra,254,Malshiras , Uttamrao Shivdas Jankar,MALE,53.0,SC,NCP,Clock,100494,423.0,100917,46.88514841,320662.0
3435,Maharashtra,254,Malshiras , Raj Yashwant Kumar,MALE,36.0,SC,VBA,Gas Cylinder,5516,22.0,5538,2.572905971,320662.0
3436,Maharashtra,254,Malshiras , NOTA,,0.0,,NOTA,NOTA,1892,7.0,1899,0.8822586565,320662.0
3437,Maharashtra,254,Malshiras , Shrikrushna Dnyandev Prakshale,MALE,37.0,SC,BSP,Elephant,1078,3.0,1081,0.5022230688,320662.0
3438,Maharashtra,254,Malshiras , Ashokrao Sopanrao Tadwalkar-Sir,MALE,55.0,SC,BPSJP,Cup & Saucer,694,1.0,695,0.3228908722,320662.0
3439,Maharashtra,254,Malshiras , Makarand Naganath Sathe,MALE,28.0,SC,IND,Chappals,680,2.0,682,0.3168511868,320662.0
3440,Maharashtra,254,Malshiras , Prof. Dr.Uttam Eknath Mote,MALE,49.0,SC,IND,Gas Stove,530,4.0,534,0.2480916917,320662.0
3441,Maharashtra,254,Malshiras , Bapu alias Bapurav Mahadev Ahivale,MALE,46.0,SC,IND,Auto- Rickshaw,387,3.0,390,0.1811905614,320662.0
3443,Maharashtra,255,Phaltan , Dipak Pralhad Chavan,MALE,47.0,SC,NCP,Clock,116401,1216.0,117617,54.55232742,332673.0
3444,Maharashtra,255,Phaltan , Agawane Digambar Rohidas,MALE,37.0,SC,BJP,Lotus,86113,523.0,86636,40.18292796,332673.0
