 STATE/UT NAME , AC NO. , AC NAME , CANDIDATE NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS 
Maharashtra,164,Versova,9 PRAVIN DABHOLKAR,MALE,50,SC,IND,Envelope,303,,303,0.2507862937,285116
Maharashtra,164,Versova,10 CHHAYA SUNIL TIWARI,FEMALE,41,GENERAL,JAC,Ganna Kisan,236,,236,0.1953318987,285116
 TURNOUT , TOTAL : ,,,,,,,,120749,71,120820,42.37573479,
Maharashtra,165,Andheri West,1 Ameet Bhaskar Satam,MALE,43,GENERAL,BJP,Lotus,65565,50,65615,49.23131176,306222
Maharashtra,165,Andheri West,2 Ashok Bhau Jadhav,MALE,63,GENERAL,INC,Hand,46638,15,46653,35.00401414,306222
Maharashtra,165,Andheri West,3 Arif Moinuddin Shaikh,MALE,40,GENERAL,AIMIM,Kite,7038,,7038,5.280651866,306222
Maharashtra,165,Andheri West,4 Kishor Vishnu Rane,MALE,44,GENERAL,MNS,Railway Engine,6886,5,6891,5.17035692,306222
Maharashtra,165,Andheri West,5 NOTA,,,,NOTA,NOTA,3103,,3103,2.328198741,306222
Maharashtra,165,Andheri West,6 Narayanan Keshav Kidappil,MALE,51,GENERAL,CPIM,"Hammer, Sickle and Star",2772,,2772,2.079847538,306222
Maharashtra,165,Andheri West,7 Dr.Ujjay Ramesh Jadhav,MALE,43,SC,IND,Stethoscope,543,1,544,0.4081663278,306222
Maharashtra,165,Andheri West,8 Sayyad Ameen Patel,MALE,65,GENERAL,IND,Helicopter,468,,468,0.3511430908,306222
Maharashtra,165,Andheri West,9 Gulaam Haider Gulaam Mohammad Shaikh,MALE,45,GENERAL,JANADIP,Frock,195,,195,0.1463096212,306222
 TURNOUT , TOTAL : ,,,,,,,,133208,71,133279,43.52365277,
Maharashtra,166,Andheri East,1 Ramesh Latke,MALE,49,GENERAL,SHS,Bow and Arrow,62680,93,62773,42.66876024,274716
Maharashtra,166,Andheri East,2 Murji Patel (Kaka),MALE,47,GENERAL,IND,Auto- Rickshaw,45788,20,45808,31.13712215,274716
Maharashtra,166,Andheri East,3 Amin Jagdish Kutty,MALE,52,GENERAL,INC,Hand,27925,26,27951,18.99916393,274716
Maharashtra,166,Andheri East,4 Sharad Sopan Yetam,MALE,49,SC,VBA,Gas Cylinder,4314,1,4315,2.933039689,274716
Maharashtra,166,Andheri East,5 NOTA,,,,NOTA,NOTA,4303,8,4311,2.930320765,274716
Maharashtra,166,Andheri East,6 Adv. Rahul Kamble,MALE,36,SC,BSP,Elephant,916,1,917,0.6233134172,274716
Maharashtra,166,Andheri East,7 Manojkumar Nayak (Banjara),MALE,45,GENERAL,IND,Key,435,,435,0.2956830278,274716
Maharashtra,166,Andheri East,8 Kamlesh Kumar Nandlal Yadav,MALE,29,GENERAL,IND,Bicycle Pump,347,,347,0.2358666911,274716
Maharashtra,166,Andheri East,9 Manish Prakash Raut,MALE,34,GENERAL,BVA,Whistle,260,,260,0.1767300856,274716
 TURNOUT , TOTAL : ,,,,,,,,146968,149,147117,53.55239593,
Maharashtra,167,Vile parle,1 ALAVANI PARAG,MALE,52,GENERAL,BJP,Lotus,84925,66,84991,61.02518812,262346
Maharashtra,167,Vile parle,2 JAYANTI JIVABHAI SIROYA,MALE,58,GENERAL,INC,Hand,26549,15,26564,19.07346775,262346
Maharashtra,167,Vile parle,3 JUILEE OMKAR SHENDE,FEMALE,37,GENERAL,MNS,Railway Engine,18382,24,18406,13.21586536,262346
Maharashtra,167,Vile parle,4 NOTA,,,,NOTA,NOTA,4282,4,4286,3.077431214,262346
Maharashtra,167,Vile parle,5 SUNDARRAO BABURAO PADMUKH,MALE,50,SC,VBA,Gas Cylinder,3863,4,3867,2.776581079,262346
Maharashtra,167,Vile parle,6 RAJENDRA DAYARAM NANDAGAWALI,MALE,54,SC,IND,Auto- Rickshaw,812,,812,0.5830317652,262346
Maharashtra,167,Vile parle,7 SUNNY RAJU JAIN,MALE,37,GENERAL,BMFP,BISCUIT,346,,346,0.2484347177,262346
 TURNOUT , TOTAL : ,,,,,,,,139159,113,139272,53.08714446,
Maharashtra,168,Chandivali,1 Dilip Bhausaheb Lande,MALE,58,GENERAL,SHS,Bow and Arrow,85816,63,85879,43.73971814,379343
Maharashtra,168,Chandivali,2 Khan Mohd.Arif (Naseem),MALE,55,GENERAL,INC,Hand,85436,34,85470,43.53140709,379343
Maharashtra,168,Chandivali,3 ABUL HASAN KHAN,MALE,49,GENERAL,VBA,Gas Cylinder,8871,5,8876,4.520706322,379343
Maharashtra,168,Chandivali,4 Sumeet Pandurang Baraskar,MALE,39,GENERAL,MNS,Railway Engine,7092,6,7098,3.615138967,379343
Maharashtra,168,Chandivali,5 NOTA,,,,NOTA,NOTA,3358,2,3360,1.711308387,379343
Maharashtra,168,Chandivali,6 Mamata Shubhranshu Dixit,FEMALE,37,GENERAL,IND,Cup & Saucer,1171,,1171,0.5964113456,379343
Maharashtra,168,Chandivali,7 Mohd Imran Qureshi,MALE,36,GENERAL,AIMIM,Kite,1167,,1167,0.5943740737,379343
Maharashtra,168,Chandivali,8 Er. Siraj Khan,MALE,47,GENERAL,AAAP,Broom,728,1,729,0.3712928018,379343
Maharashtra,168,Chandivali,9 Brijesh Surendranath Tiwari,MALE,42,GENERAL,LD,Tractor Chalata Kissan,470,,470,0.239379447,379343
Maharashtra,168,Chandivali,10 Machindra (Bawa) Kothare,MALE,39,GENERAL,IND,DIAMOND,456,,456,0.2322489954,379343
Maharashtra,168,Chandivali,11 Harshvardhan R. Pandey,MALE,30,GENERAL,IND,Water Tank,422,,422,0.2149321843,379343
Maharashtra,168,Chandivali,12 Pt. Sunil Shukla,MALE,49,GENERAL,UnCP,Whistle,366,,366,0.1864103779,379343
Maharashtra,168,Chandivali,13 Mohd. Mobin Shaikh (Azmi),MALE,44,GENERAL,IND,Glass Tumbler,322,,322,0.1640003871,379343
Maharashtra,168,Chandivali,14 Sandeep (Bhau) Ramchandra Jadhav,MALE,25,SC,IND,Pen Nib with Seven Rays,216,,216,0.110012682,379343
Maharashtra,168,Chandivali,15 Hajrat Sardar Pathan Mulani,MALE,55,SC,IND,Bat,183,,183,0.09320518893,379343
Maharashtra,168,Chandivali,16 Mohammed Hasan Shaikh,MALE,40,GENERAL,IND,Key,156,,156,0.07945360368,379343
 TURNOUT , TOTAL : ,,,,,,,,196230,111,196341,51.75817136,
Maharashtra,169,Ghatkopar West,1 Ram Kadam,MALE,47,GENERAL,BJP,Lotus,70176,87,70263,47.01344235,271345
Maharashtra,169,Ghatkopar West,2 Sanjay Bhalerao,MALE,42,GENERAL,IND,Whistle,41425,49,41474,27.75053027,271345
Maharashtra,169,Ghatkopar West,3 Ganesh Arjun Chukkal,MALE,38,GENERAL,MNS,Railway Engine,14989,30,15019,10.04931316,271345
Maharashtra,169,Ghatkopar West,4 Anand Rajyavardhan Shukla,MALE,54,GENERAL,INC,Hand,9305,8,9313,6.231390471,271345
Maharashtra,169,Ghatkopar West,5 Ganesh Ravsaheb Owhal,MALE,27,SC,VBA,Gas Cylinder,8079,9,8088,5.411734793,271345
Maharashtra,169,Ghatkopar West,6 NOTA,,,,NOTA,NOTA,2291,6,2297,1.536938034,271345
Maharashtra,169,Ghatkopar West,7 Sudhir Bandu Jadhav,MALE,37,SC,BSP,Elephant,750,,750,0.5018300068,271345
Maharashtra,169,Ghatkopar West,8 Sandeep Prabhakar Yeole,MALE,43,GENERAL,IND,COCONUT FARM,603,3,606,0.4054786455,271345
Maharashtra,169,Ghatkopar West,9 Dilip BramdeoYadav,MALE,38,GENERAL,IND,Road Roller,482,,482,0.3225094177,271345
Maharashtra,169,Ghatkopar West,10 Thorat Latatai (Dwarkabai Sathe),FEMALE,45,SC,IND,Key,371,1,372,0.2489076834,271345
Maharashtra,169,Ghatkopar West,11 Bhhaskar Bhhartiy,MALE,36,GENERAL,IND,Carrom Board,307,,307,0.2054157494,271345
Maharashtra,169,Ghatkopar West,12 Chandu D. Vadar,MALE,37,GENERAL,IND,Tractor Chalata Kissan,182,,182,0.121777415,271345
Maharashtra,169,Ghatkopar West,13 Shantaram Vishnu Kamble,MALE,61,SC,PPID,Black Board,151,,151,0.101035108,271345
Maharashtra,169,Ghatkopar West,14 Nikhil Narvekar,MALE,28,GENERAL,IND,Sewing Machine,149,,149,0.09969689468,271345
 TURNOUT , TOTAL : ,,,,,,,,149260,193,149453,55.07858999,
Maharashtra,170,Ghatkopar East,1 Parag Shah,MALE,50,GENERAL,BJP,Lotus,72988,66,73054,57.69728944,234656
Maharashtra,170,Ghatkopar East,2 Satish Sitaram Pawar,MALE,38,GENERAL,MNS,Railway Engine,19686,49,19735,15.58649776,234656
Maharashtra,170,Ghatkopar East,3 Manisha Sampatrao Surywanshi,FEMALE,38,GENERAL,INC,Hand,15731,22,15753,12.44155557,234656
Maharashtra,170,Ghatkopar East,4 Vikas Damodar Pawar,MALE,49,SC,VBA,Gas Cylinder,10455,17,10472,8.270676692,234656
Maharashtra,170,Ghatkopar East,5 NOTA,,,,NOTA,NOTA,3294,3,3297,2.603936311,234656
Maharashtra,170,Ghatkopar East,6 Adagale Vikram Popat,MALE,35,SC,BSP,Elephant,1348,1,1349,1.06542617,234656
Maharashtra,170,Ghatkopar East,7 Avinash Raghunath Kadam,MALE,27,SC,IND,Cup & Saucer,836,1,837,0.6610538952,234656
Maharashtra,170,Ghatkopar East,8 Madanlal Kedarnath Gupta,MALE,47,SC,IND,Water Melon,797,,797,0.6294623112,234656
Maharashtra,170,Ghatkopar East,9 Sandeep bhai Krishna Pagare,MALE,48,SC,IND,Whistle,478,,478,0.3775194288,234656
Maharashtra,170,Ghatkopar East,10 Comrade Kishor Kardak,MALE,42,SC,MLPOIRF,Auto- Rickshaw,420,,420,0.331711632,234656
Maharashtra,170,Ghatkopar East,11 Nana Sukhadev Bhise,MALE,58,SC,BMUP,Cot,269,1,270,0.213243192,234656
Maharashtra,170,Ghatkopar East,12 Prashant Ahirwar,MALE,39,GENERAL,JANADIP,Helicopter,154,,154,0.1216275984,234656
 TURNOUT , TOTAL : ,,,,,,,,126456,160,126616,53.95813446,
Maharashtra,171,Mankhurd shivaji Nagar,1 Abu Asim Azmi,MALE,64,GENERAL,SP,Bicycle,69036,46,69082,48.1773612,304526
Maharashtra,171,Mankhurd shivaji Nagar,2 Vithal Govind Lokare,MALE,54,GENERAL,SHS,Bow and Arrow,43423,58,43481,30.32338152,304526
Maharashtra,171,Mankhurd shivaji Nagar,3 Suraiya Akbar Shaikh,FEMALE,38,GENERAL,VBA,Gas Cylinder,10451,14,10465,7.298226527,304526
Maharashtra,171,Mankhurd shivaji Nagar,4 Mohammed Siraj Mohammed Iqbal Shaikh,MALE,37,GENERAL,IND,Ring,9784,5,9789,6.826788292,304526
Maharashtra,171,Mankhurd shivaji Nagar,5 Khot Ravindra Krishna,MALE,35,GENERAL,IND,Whistle,3286,2,3288,2.293030943,304526
Maharashtra,171,Mankhurd shivaji Nagar,6 Maruti (Dada) Dharma Gaikwad,MALE,41,GENERAL,BSP,Elephant,2731,2,2733,1.905977363,304526
Maharashtra,171,Mankhurd shivaji Nagar,7 NOTA,,,,NOTA,NOTA,1873,3,1876,1.308310842,304526
Maharashtra,171,Mankhurd shivaji Nagar,8 Khurshed Nazir Khan,MALE,52,GENERAL,IND,Cup & Saucer,948,1,949,0.6618267534,304526
Maharashtra,171,Mankhurd shivaji Nagar,9 Alamgeer Ahmad R. Rahmani,MALE,45,GENERAL,PECP,Glass Tumbler,800,,800,0.5579150714,304526
Maharashtra,171,Mankhurd shivaji Nagar,10 Rakesh Chandrakant Gaikwad,MALE,30,SC,BMUP,Cot,531,,531,0.3703161286,304526
Maharashtra,171,Mankhurd shivaji Nagar,11 Baban Sopan Thoke,MALE,26,SC,IND,Plastering Trowel,397,,397,0.2768653542,304526
 TURNOUT , TOTAL : ,,,,,,,,143260,131,143391,47.08661986,
Maharashtra,172,Anushakti Nagar,1 NAWAB MALIK,MALE,60,GENERAL,NCP,Clock,65068,149,65217,46.84254378,251916
Maharashtra,172,Anushakti Nagar,2 TUKARAM RAMKRUSHNA KATE,MALE,59,GENERAL,SHS,Bow and Arrow,52243,223,52466,37.68405327,251916
Maharashtra,172,Anushakti Nagar,3 YASIN ISMAIL SAYED,MALE,41,GENERAL,IND,Gas Cylinder,7681,20,7701,5.531294442,251916
Maharashtra,172,Anushakti Nagar,4 Adv. VIJAY SURESH RAORANE,MALE,52,GENERAL,MNS,Railway Engine,5856,23,5879,4.22263083,251916
Maharashtra,172,Anushakti Nagar,5 NOTA,,,,NOTA,NOTA,2285,5,2290,1.644807723,251916
Maharashtra,172,Anushakti Nagar,6 AKBAR HUSSAIN SHAFI HUSSAIN,MALE,46,GENERAL,IND,Cup & Saucer,1980,,1980,1.422148162,251916
Maharashtra,172,Anushakti Nagar,7 AGARWAL JAYAPRAKASH BABULAL,MALE,36,GENERAL,BSP,Elephant,1308,11,1319,0.947380518,251916
Maharashtra,172,Anushakti Nagar,8 SHAHNAWAZ SARFRAZ H. SHAIKH,MALE,35,GENERAL,AIMIM,Kite,602,,602,0.4323905018,251916
Maharashtra,172,Anushakti Nagar,9 VIDHYADHAR YASHWANT GHERADE,MALE,30,GENERAL,IND,Ring,357,1,358,0.2571358798,251916
Maharashtra,172,Anushakti Nagar,10 MADHUKAR MARUTI KODAG,MALE,48,GENERAL,ABHS,Whistle,280,,280,0.2011118613,251916
Maharashtra,172,Anushakti Nagar,11 YASMIN HAFIZULLAH SHAIKH,FEMALE,27,GENERAL,IND,Bat,230,1,231,0.1659172856,251916
Maharashtra,172,Anushakti Nagar,12 MAHESH APPA SAWANT,MALE,34,GENERAL,SVPP,Mike,209,,209,0.1501156393,251916
Maharashtra,172,Anushakti Nagar,13 Adv. MAHENDRA BHINGARDIVE,MALE,42,SC,IND,Auto- Rickshaw,207,1,208,0.1493973827,251916
Maharashtra,172,Anushakti Nagar,14 ARIF KALIM USMANI,MALE,39,GENERAL,IND,Pen Nib with Seven Rays,200,,200,0.1436513295,251916
Maharashtra,172,Anushakti Nagar,15 RAVI CHARAN SINGH,MALE,39,GENERAL,BMUP,Cot,169,2,171,0.1228218867,251916
Maharashtra,172,Anushakti Nagar,16 ABDUL GAFFAR s/o FARHAD BAIG,MALE,62,GENERAL,IND,Ludo,115,,115,0.08259951446,251916
 TURNOUT , TOTAL : ,,,,,,,,138790,436,139226,55.26683498,
Maharashtra,173,Chembur,1 Prakash Vaikunth Phaterpekar,MALE,60,GENERAL,SHS,Bow and Arrow,53191,73,53264,40.15257738,253901
Maharashtra,173,Chembur,2 Chandrakant Damodar Handore,MALE,62,GENERAL,INC,Hand,34210,36,34246,25.81603269,253901
Maharashtra,173,Chembur,3 Rajendra Jagannath Mahulkar,MALE,56,GENERAL,VBA,Gas Cylinder,23151,27,23178,17.4725225,253901
Maharashtra,173,Chembur,4 Karna (Bala) Dunbale,MALE,50,GENERAL,MNS,Railway Engine,14382,22,14404,10.85832316,253901
Maharashtra,173,Chembur,5 NOTA,,,,NOTA,NOTA,3571,7,3578,2.69724245,253901
Maharashtra,173,Chembur,6 Madhu Rama More,MALE,61,GENERAL,BSP,Elephant,909,1,910,0.6859951453,253901
Maharashtra,173,Chembur,7 Dhananjay Shankar Kolkar,MALE,46,GENERAL,IND,Whistle,657,1,658,0.4960272589,253901
Maharashtra,173,Chembur,8 Satish Nana Sonawane,MALE,51,GENERAL,IND,Cup & Saucer,633,,633,0.4771812384,253901
Maharashtra,173,Chembur,9 Navnath Jaysing Navale,MALE,45,GENERAL,IND,Television,491,,491,0.3701358421,253901
Maharashtra,173,Chembur,10 Anita Kiran Patole,FEMALE,40,GENERAL,SP,Bicycle,432,,432,0.3256592338,253901
Maharashtra,173,Chembur,11 Sukesh Zhangiri Singh,MALE,40,GENERAL,AAPP,Binoculars,343,,343,0.2585674009,253901
Maharashtra,173,Chembur,12 Kanhyalal Rajaram Gupta,MALE,50,GENERAL,PWPI,Cart,297,,297,0.2238907232,253901
Maharashtra,173,Chembur,13 Tatoba Pandurang Zende,MALE,45,SC,APoI,Coat,220,,220,0.1658449802,253901
 TURNOUT , TOTAL : ,,,,,,,,132487,167,132654,52.24634799,
Maharashtra,174,Kurla(SC),1 Mangesh Kudalkar,MALE,48,SC,SHS,Bow and Arrow,54914,135,55049,44.59792278,274813
Maharashtra,174,Kurla(SC),2 Milind (Anna) Bhupal Kamble,MALE,50,SC,NCP,Clock,33987,49,34036,27.57425021,274813
Maharashtra,174,Kurla(SC),3 Adv. Ratnakar Dynanu Davare,MALE,49,SC,AIMIM,Kite,17342,7,17349,14.05528461,274813
Maharashtra,174,Kurla(SC),4 Appasaheb Anandarao Avchare,MALE,49,SC,MNS,Railway Engine,9755,16,9771,7.915971288,274813
Maharashtra,174,Kurla(SC),5 NOTA,,,,NOTA,NOTA,4510,11,4521,3.662686132,274813
Maharashtra,174,Kurla(SC),6 Nitin Gangaram Bhosale,MALE,46,SC,BSP,Elephant,1976,3,1979,1.603285967,274813
Maharashtra,174,Kurla(SC),7 Ganesh Ankush Shinde,MALE,44,SC,APoI,Coat,729,,729,0.5905990246,274813
 TURNOUT , TOTAL : ,,,,,,,,123213,221,123434,44.91563354,
Maharashtra,175,Kalina,1 SANJAY GOVIND POTNIS,MALE,64,GENERAL,SHS,Bow and Arrow,43250,69,43319,36.53114749,237655
Maharashtra,175,Kalina,2 GEORGE ABRAHAM,MALE,64,GENERAL,INC,Hand,38364,24,38388,32.37280846,237655
Maharashtra,175,Kalina,3 SANJAY RAMCHANDRA TURDE,MALE,53,GENERAL,MNS,Railway Engine,22382,23,22405,18.89425793,237655
Maharashtra,175,Kalina,4 NOTA,,,,NOTA,NOTA,3006,6,3012,2.540035925,237655
Maharashtra,175,Kalina,5 MANISHA SACHIN JADHAV,FEMALE,41,SC,VBA,Gas Cylinder,2969,10,2979,2.512206846,237655
Maharashtra,175,Kalina,6 MOHAMMED SUFIYAN SAYED,MALE,39,GENERAL,AIMIM,Kite,2632,5,2637,2.223796392,237655
Maharashtra,175,Kalina,7 JAVED MOHAMMAD RAFIQUE SHAIKH,MALE,37,GENERAL,IND,Cup & Saucer,1496,,1496,1.261584908,237655
Maharashtra,175,Kalina,8 ISMAIL IBRAHIM SHAIKH,MALE,66,GENERAL,SP,Bicycle,1250,,1250,1.054131775,237655
Maharashtra,175,Kalina,9 MORE VINOD PUNDLIK,MALE,40,SC,BSP,Elephant,1191,1,1192,1.005220061,237655
Maharashtra,175,Kalina,10 ADV. PRADEEP NAMBIAR,MALE,51,GENERAL,IND,Auto- Rickshaw,618,1,619,0.5220060549,237655
Maharashtra,175,Kalina,11 LAXMAN NAGU KAIKADI,MALE,44,GENERAL,APoI,Coat,356,,356,0.3002167295,237655
Maharashtra,175,Kalina,12 GAYATRI R JAISWAL,FEMALE,32,GENERAL,PWPI,Cart,353,,353,0.2976868132,237655
Maharashtra,175,Kalina,13 SATPUTE VISHAL JANU,MALE,39,SC,IND,DIAMOND,326,,326,0.2749175669,237655
Maharashtra,175,Kalina,14 TAFFAJJUL HUSAIN KHAN (JUGNU),MALE,37,GENERAL,BAHUMP,Whistle,148,,148,0.1248092021,237655
Maharashtra,175,Kalina,15 SHORAB SHAIKH,MALE,43,GENERAL,BHABHAPA,Stethoscope,101,,101,0.08517384741,237655
 TURNOUT , TOTAL : ,,,,,,,,118442,139,118581,49.89627822,
Maharashtra,176,Vandre East,1 ZEESHAN BABA SIDDIQUE,MALE,27,GENERAL,INC,Hand,38309,28,38337,30.28270812,251371
Maharashtra,176,Vandre East,2 PRIN. VISHWANATH PANDURANG MAHADESHWAR,MALE,59,GENERAL,SHS,Bow and Arrow,32476,71,32547,25.70914003,251371
Maharashtra,176,Vandre East,3 TRUPTI PRAKASH (BALA) SAWANT,FEMALE,39,GENERAL,IND,Bat,24034,37,24071,19.01387869,251371
Maharashtra,176,Vandre East,4 MOHAMMED SAALIM QURESHI,MALE,38,GENERAL,AIMIM,Kite,12591,3,12594,9.948103036,251371
Maharashtra,176,Vandre East,5 AKHIL ANIL CHITRE,MALE,34,GENERAL,MNS,Railway Engine,10652,31,10683,8.438588592,251371
Maharashtra,176,Vandre East,6 JAVED AHMED FATH MHMMED SAIKH,MALE,50,GENERAL,VBA,Gas Cylinder,2903,10,2913,2.301002393,251371
Maharashtra,176,Vandre East,7 NOTA,,,,NOTA,NOTA,2544,4,2548,2.012685925,251371
Maharashtra,176,Vandre East,8 GAMRE VISHAL VISWASH,MALE,31,SC,BSP,Elephant,1088,3,1091,0.8617897738,251371
Maharashtra,176,Vandre East,9 NOOR MOHD FATEH MOHD SHAIKH,MALE,44,GENERAL,IUML,DIAMOND,495,,495,0.3910045262,251371
Maharashtra,176,Vandre East,10 KISHOR BHIMA IGAVE,MALE,34,SC,IND,Whistle,354,,354,0.2796274793,251371
Maharashtra,176,Vandre East,11 ANILSINGH CHAUHAN,MALE,41,GENERAL,IND,Television,271,,271,0.2140651042,251371
Maharashtra,176,Vandre East,12 MOHOMMAD UMER ABDUL SATTAR QURESHI,MALE,44,GENERAL,BMUP,Cot,265,,265,0.2093256554,251371
Maharashtra,176,Vandre East,13 PRAGATI DEEPAK JADHAV,FEMALE,33,GENERAL,PPID,Black Board,229,1,230,0.1816788707,251371
Maharashtra,176,Vandre East,14 DEVCHAND EKNATH RANDIVE,MALE,54,GENERAL,PWPI,Saw,198,,198,0.1564018105,251371
 TURNOUT , TOTAL : ,,,,,,,,126409,188,126597,50.36261144,
Maharashtra,177,Vandre West,1 ADV. ASHISH BABAJI SHELAR,MALE,47,GENERAL,BJP,Lotus,74750,66,74816,57.10970657,297716
Maharashtra,177,Vandre West,2 ASIF AHMED ZAKARIA,MALE,48,GENERAL,INC,Hand,48281,28,48309,36.87597325,297716
Maharashtra,177,Vandre West,3 NOTA,,,,NOTA,NOTA,3528,3,3531,2.695337547,297716
Maharashtra,177,Vandre West,4 ISTIYAK BASHIR JAGIRDAR,MALE,46,GENERAL,VBA,Gas Cylinder,3305,7,3312,2.528167079,297716
Maharashtra,177,Vandre West,5 ARUN VITTHAL JADHAV,MALE,66,SC,BSP,Elephant,1035,1,1036,0.7908155476,297716
 TURNOUT , TOTAL : ,,,,,,,,130899,105,131004,44.00300958,
Maharashtra,178,Dharavi ,1 Gaikwad Varsha Eknath,FEMALE,44,SC,INC,Hand,53915,39,53954,45.31017745,250251
Maharashtra,178,Dharavi ,2 Ashish Vasant More,MALE,47,SC,SHS,Bow and Arrow,42093,37,42130,35.3804681,250251
Maharashtra,178,Dharavi ,3 Manoj Sansare,MALE,54,SC,AIMIM,Kite,13097,2,13099,11.00044509,250251
Maharashtra,178,Dharavi ,4 Kawade Sandeep Vinayak,MALE,39,SC,MNS,Railway Engine,4059,3,4062,3.411238106,250251
Maharashtra,178,Dharavi ,5 Anita Deepak Gautam,FEMALE,47,SC,BSP,Elephant,1870,,1870,1.570412422,250251
Maharashtra,178,Dharavi ,6 NOTA,,,,NOTA,NOTA,1867,2,1869,1.569572629,250251
Maharashtra,178,Dharavi ,7 Ganesh Bajirao Kadam,MALE,34,SC,ABHM,DIAMOND,661,,661,0.5551030006,250251
Maharashtra,178,Dharavi ,8 Babita Vijay Shinde,FEMALE,40,SC,IND,Cup & Saucer,459,,459,0.3854648673,250251
Maharashtra,178,Dharavi ,9 Ravindra Yadav Angarkhe,MALE,44,SC,BMUP,Cot,293,1,294,0.2468990653,250251
Maharashtra,178,Dharavi ,10 Vikas Maruti Rokde,MALE,53,SC,IND,Auto- Rickshaw,267,,267,0.2242246614,250251
Maharashtra,178,Dharavi ,11 Dalvi Raju Sahebrao,MALE,49,SC,IND,Whistle,233,,233,0.1956717082,250251
Maharashtra,178,Dharavi ,12 Giriraj Dashrath Sherkhane,MALE,44,SC,IND,Television,179,,179,0.1503229003,250251
 TURNOUT , TOTAL : ,,,,,,,,118993,84,119077,47.58302664,
Maharashtra,179,Sion koliwada,1 Captain R Tamil Selvan,MALE,61,GENERAL,BJP,Lotus,54794,51,54845,42.23687149,257293
Maharashtra,179,Sion koliwada,2 Ganesh Kumar Yadav,MALE,33,GENERAL,INC,Hand,40873,21,40894,31.49301892,257293
Maharashtra,179,Sion koliwada,3 Anant Laxman Kamble,MALE,46,GENERAL,MNS,Railway Engine,13660,24,13684,10.53823228,257293
Maharashtra,179,Sion koliwada,4 Amiruddin Alqamar Nizamuddin (Aamir Edresy),MALE,38,GENERAL,VBA,Gas Cylinder,11549,7,11556,8.899430886,257293
Maharashtra,179,Sion koliwada,5 NOTA,,,,NOTA,NOTA,3256,3,3259,2.509799693,257293
Maharashtra,179,Sion koliwada,6 Vilas Dhondu Kamble,MALE,44,GENERAL,BSP,Elephant,1724,,1724,1.327675567,257293
Maharashtra,179,Sion koliwada,7 Com. Vijay Ashok Dalvi,MALE,47,GENERAL,CPI,Ears of Corn And Sickle,1695,1,1696,1.30611239,257293
Maharashtra,179,Sion koliwada,8 Adv. Shanta Nair,FEMALE,40,GENERAL,BAHUMP,Whistle,986,,986,0.7593318496,257293
Maharashtra,179,Sion koliwada,9 Shamshe Alam Gulam Husein Shaikh,MALE,41,GENERAL,PECP,Glass Tumbler,464,,464,0.3573326351,257293
Maharashtra,179,Sion koliwada,10 Attadeep Jadhav,MALE,32,SC,PWPI,Cart,340,,340,0.2618385688,257293
Maharashtra,179,Sion koliwada,11 Adv. Ashwini Arun Kasbe,FEMALE,48,SC,PRBHPRP,Key,250,,250,0.1925283594,257293
Maharashtra,179,Sion koliwada,12 Bala Venkatesh Vinayak Nadar,MALE,29,GENERAL,AAPP,Binoculars,153,,153,0.117827356,257293
 TURNOUT , TOTAL : ,,,,,,,,129744,107,129851,50.46814332,
Maharashtra,180,Wadala,1 Kalidas Nilkanth Kolambkar,MALE,67,GENERAL,BJP,Lotus,56314,171,56485,52.01197053,203776
Maharashtra,180,Wadala,2 Shivkumar Uday Lad,MALE,42,GENERAL,INC,Hand,25608,32,25640,23.60957643,203776
Maharashtra,180,Wadala,3 Anand Mohan Prabhu,MALE,42,GENERAL,MNS,Railway Engine,15745,34,15779,14.52946593,203776
Maharashtra,180,Wadala,4 Laxman Kashinath Pawar,MALE,59,GENERAL,IND,Gas Cylinder,6521,23,6544,6.025782689,203776
Maharashtra,180,Wadala,5 NOTA,,,,NOTA,NOTA,3428,4,3432,3.160220994,203776
Maharashtra,180,Wadala,6 Mohammad Irshad Taoufiq Khan,MALE,34,GENERAL,AIMF,DIAMOND,441,1,442,0.4069981584,203776
Maharashtra,180,Wadala,7 Yashwant Shivaji Waghmare,MALE,43,SC,IND,Key,278,,278,0.255985267,203776
 TURNOUT , TOTAL : ,,,,,,,,108335,265,108600,53.29381281,
Maharashtra,181,Mahim,1 Sada Sarvankar,MALE,65,GENERAL,SHS,Bow and Arrow,61223,114,61337,49.45415551,235479
Maharashtra,181,Mahim,2 Sandeep Sudhakar Deshpande,MALE,46,GENERAL,MNS,Railway Engine,42609,81,42690,34.41964718,235479
Maharashtra,181,Mahim,3 Pravin Naik,MALE,61,GENERAL,INC,Hand,15235,11,15246,12.29238559,235479
Maharashtra,181,Mahim,4 NOTA,,,,NOTA,NOTA,3908,4,3912,3.154126488,235479
Maharashtra,181,Mahim,5 Mohanish Ravindra Raul,MALE,36,GENERAL,IND,DIAMOND,842,1,843,0.6796852324,235479
 TURNOUT , TOTAL : ,,,,,,,,123817,211,124028,52.67051414,
Maharashtra,182,Worli,1 Aaditya Uddhav Thackeray,MALE,29,GENERAL,SHS,Bow and Arrow,88962,286,89248,69.14483165,269003
Maharashtra,182,Worli,2 Adv. (Dr.) Suresh Mane,MALE,59,GENERAL,NCP,Clock,21780,41,21821,16.90580597,269003
