 STATE/UT NAME , AC NO. , AC NAME , CANDIDATE NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS 
Maharashtra,86,Nanded North,12 Sahebrao Nagorao Gundile,MALE,45,SC,IND,Key,374,,374,0.1973604361,313523
Maharashtra,86,Nanded North,13 Suryakant Namdev Tadalapurkar,MALE,40,SC,IND,Pen Drive,302,,302,0.1593659136,313523
Maharashtra,86,Nanded North,14 Joshi Sudhakar Devidas,MALE,49,GENERAL,IND,Bat,278,,278,0.1467010728,313523
Maharashtra,86,Nanded North,15 Nitish Urf Bandu Pawade,MALE,27,GENERAL,IND,Kettle,248,,248,0.1308700218,313523
Maharashtra,86,Nanded North,16 Mohammad Ali Mohammad Rahimoddin,MALE,40,GENERAL,IND,Pressure Cooker,207,,207,0.1092342521,313523
Maharashtra,86,Nanded North,17 Rajesh Pimple,MALE,37,SC,IUML,Almirah,200,,200,0.1055403402,313523
Maharashtra,86,Nanded North,18 Gajbhare Sahebrao Bhiva,MALE,46,SC,IND,Laptop,175,,175,0.09234779764,313523
Maharashtra,86,Nanded North,19 Sagar Maroti Jadhav,FEMALE,39,SC,IND,Sewing Machine,161,,161,0.08495997383,313523
Maharashtra,86,Nanded North,20 Rohit Dattatreya Aadekar,MALE,28,SC,BMUP,Cot,150,1,151,0.07968295682,313523
Maharashtra,86,Nanded North,21 Sugat Dattrao Pundge,MALE,41,SC,BVA,Whistle,146,4,150,0.07915525512,313523
Maharashtra,86,Nanded North,22 Jaideep Subhash Paithane,MALE,32,SC,IND,Television,138,,138,0.07282283471,313523
Maharashtra,86,Nanded North,23 Sopan Balajirao Nevhal,MALE,28,GENERAL,RASMARP,Helicopter,132,,132,0.0696566245,313523
Maharashtra,86,Nanded North,24 M.Aa. Sadeeq M.Aa. Rajak,MALE,52,GENERAL,ANC,Gramophone,116,1,117,0.06174109899,313523
Maharashtra,86,Nanded North,25 Sambhaji Dasharath Shinde,MALE,72,SC,IND,Ring,67,,67,0.03535601395,313523
 TURNOUT , TOTAL : ,,,,,,,,187339,2162,189501,60.44245558,
Maharashtra,87,Nanded South,1 Mohanrao Marotrao Hambarde,MALE,56,GENERAL,INC,Hand,46584,359,46943,25.67773061,285122
Maharashtra,87,Nanded South,2 Deelip Venkatrao Kandkurte,MALE,57,GENERAL,IND,Key,43021,330,43351,23.71291353,285122
Maharashtra,87,Nanded South,3 Rajshri Hemant Patil,FEMALE,47,GENERAL,SHS,Bow and Arrow,36530,536,37066,20.27503063,285122
Maharashtra,87,Nanded South,4 Farukh Ahemad Iqbal Ahemad,MALE,46,GENERAL,VBA,Gas Cylinder,26558,155,26713,14.61195957,285122
Maharashtra,87,Nanded South,5 Mohammad Saber Chaus,MALE,45,GENERAL,AIMIM,Kite,20086,36,20122,11.00669526,285122
Maharashtra,87,Nanded South,6 NOTA,,,,NOTA,NOTA,776,12,788,0.4310344828,285122
Maharashtra,87,Nanded South,7 Latifkhan Peerkhan Pathan,MALE,34,GENERAL,IND,Battery torch,760,,760,0.4157185367,285122
Maharashtra,87,Nanded South,8 Md. Akhmaloddin Alias Adv. Arshad Ghiyasoddin,MALE,35,GENERAL,IND,Gas Stove,675,,675,0.3692237003,285122
Maharashtra,87,Nanded South,9 Vishwanath Ramji Dhotre,MALE,54,SC,BSP,Elephant,636,1,637,0.3484377735,285122
Maharashtra,87,Nanded South,10 Sayed Tanveer,MALE,36,GENERAL,IND,DIAMOND,389,,389,0.212782251,285122
Maharashtra,87,Nanded South,11 Shey Maula Shey Usman,MALE,45,GENERAL,IND,Carrom Board,332,,332,0.1816033608,285122
Maharashtra,87,Nanded South,12 Shaikh Sajid,MALE,48,GENERAL,BAHUMP,Whistle,321,,321,0.1755863819,285122
Maharashtra,87,Nanded South,13 Shivanand Ashokrao Deshmukh,MALE,30,GENERAL,IND,Pen Drive,319,,319,0.1744923858,285122
Maharashtra,87,Nanded South,14 Ashok Ananda Waghmare,MALE,27,SC,IND,Water Tank,308,,308,0.168475407,285122
Maharashtra,87,Nanded South,15 Karnasingh Gurucharansingh Chandan,MALE,27,GENERAL,IND,Auto- Rickshaw,306,1,307,0.1679284089,285122
Maharashtra,87,Nanded South,16 Dr. Dasrao Raosaheb Deshmukh,MALE,76,GENERAL,IND,Road Roller,306,,306,0.1673814108,285122
Maharashtra,87,Nanded South,17 Nayyar Janha Mahamad Feroz Hussain,FEMALE,25,GENERAL,IND,Helicopter,302,,302,0.1651934185,285122
Maharashtra,87,Nanded South,18 Dhavle Suresh Baliram,MALE,47,SC,IND,Iron,302,,302,0.1651934185,285122
Maharashtra,87,Nanded South,19 Balasaheb Dagadu Jadhav,MALE,43,GENERAL,SBBGP,Sewing Machine,267,,267,0.1460484859,285122
Maharashtra,87,Nanded South,20 Altaf Ahmed,MALE,53,GENERAL,IUML,Cup & Saucer,251,1,252,0.1378435148,285122
Maharashtra,87,Nanded South,21 Suresh Rajesh Gomsale,MALE,32,SC,IND,Tyres,232,,232,0.1269035533,285122
Maharashtra,87,Nanded South,22 Zafar Ali Khan,MALE,74,GENERAL,IND,Envelope,209,,209,0.1143225976,285122
Maharashtra,87,Nanded South,23 Shiakh Muneer,MALE,45,GENERAL,IND,Bat,197,,197,0.1077586207,285122
Maharashtra,87,Nanded South,24 Abdul Rais Ahemad,MALE,52,GENERAL,ANC,Almirah,192,,192,0.1050236303,285122
Maharashtra,87,Nanded South,25 Prakash Kallappa Koudge,MALE,52,GENERAL,IND,Pressure Cooker,192,,192,0.1050236303,285122
Maharashtra,87,Nanded South,26 Shaikh Farukh,MALE,45,GENERAL,IND,Air Conditioner,188,,188,0.102835638,285122
Maharashtra,87,Nanded South,27 Jaikumar Gopinath Doibale,MALE,29,SC,IND,Camera,143,,143,0.07822072466,285122
Maharashtra,87,Nanded South,28 Rajesh Rameshrao More,MALE,25,GENERAL,IND,Tractor Chalata Kissan,127,,127,0.06946875547,285122
Maharashtra,87,Nanded South,29 Panchphula Chandrakant Taru,FEMALE,38,SC,IND,Cot,111,1,112,0.06126378435,285122
Maharashtra,87,Nanded South,30 Milind Siddharth Sitale,MALE,34,SC,IND,Batsman,106,,106,0.0579817959,285122
Maharashtra,87,Nanded South,31 Mohammad Nadeem Mohammad Iqbal,MALE,37,GENERAL,IND,BENCH,95,,95,0.05196481708,285122
Maharashtra,87,Nanded South,32 Gani Sk Rasool M,MALE,48,GENERAL,IND,Television,90,,90,0.04922982671,285122
Maharashtra,87,Nanded South,33 Nitin Vijay Bansode,MALE,38,SC,IND,Pen Nib with Seven Rays,81,1,82,0.04485384211,285122
Maharashtra,87,Nanded South,34 Mahammad Mujahid Mahammad Khaja,MALE,44,GENERAL,IND,Basket containing Fruits,73,,73,0.03993085944,285122
Maharashtra,87,Nanded South,35 Mudsaruddin Alimuddin,MALE,40,GENERAL,IND,Football,73,,73,0.03993085944,285122
Maharashtra,87,Nanded South,36 Rauf Abdul Wahed Abdul,MALE,63,GENERAL,IND,Binoculars,67,,67,0.036648871,285122
Maharashtra,87,Nanded South,37 Sambhaji Dashrath Shinde,MALE,72,SC,IND,Ring,67,,67,0.036648871,285122
Maharashtra,87,Nanded South,38 Mansoor Khan Maheboob Khan,MALE,51,GENERAL,IND,COMPUTER,64,,64,0.03500787677,285122
Maharashtra,87,Nanded South,39 Sajeer Rashid Mohammad,MALE,41,GENERAL,IND,Apple,47,,47,0.0257089095,285122
 TURNOUT , TOTAL : ,,,,,,,,181383,1433,182816,64.11851769,
Maharashtra,88,Loha,1 Shyamsundar Shinde,MALE,64,GENERAL,PWPI,Cart,100462,1206,101668,52.76109915,274323
Maharashtra,88,Loha,2 Shivkumar Narayanrao Narangale,MALE,42,GENERAL,VBA,Gas Cylinder,37120,186,37306,19.3601287,274323
Maharashtra,88,Loha,3 Dhondge Mukteshwar Keshavrao,MALE,48,GENERAL,SHS,Bow and Arrow,30428,537,30965,16.06943616,274323
Maharashtra,88,Loha,4 Dilip Shankaranna Dhondge,MALE,38,GENERAL,NCP,Clock,14436,81,14517,7.533667194,274323
Maharashtra,88,Loha,5 Subhash Bhagwan Kolhe,MALE,30,GENERAL,SBBGP,Sewing Machine,2558,1,2559,1.328005397,274323
Maharashtra,88,Loha,6 Pandurang Tolaba Wanne,MALE,50,SC,IND,Gas Stove,1699,1,1700,0.8822232025,274323
Maharashtra,88,Loha,7 NOTA,,,,NOTA,NOTA,1247,2,1249,0.6481745764,274323
Maharashtra,88,Loha,8 Hanmant Raghunath Wadwale,MALE,49,GENERAL,BSP,Elephant,1115,3,1118,0.5801914943,274323
Maharashtra,88,Loha,9 Bharat Babarao Kopnar,MALE,30,GENERAL,IND,Pressure Cooker,634,,634,0.329017359,274323
Maharashtra,88,Loha,10 Rukminbai Shankarrao Gite,FEMALE,57,GENERAL,JD(S),A lady farmer carrying paddy on her head,515,3,518,0.2688185993,274323
Maharashtra,88,Loha,11 Rangnath Bapurao Gajale,MALE,27,SC,IND,Cup & Saucer,460,1,461,0.2392381743,274323
 TURNOUT , TOTAL : ,,,,,,,,190674,2021,192695,70.24383665,
Maharashtra,89,Naigaon,1 Rajesh Pawar,MALE,47,GENERAL,BJP,Lotus,117061,689,117750,56.06849165,283413
Maharashtra,89,Naigaon,2 Chavan Vasantrao Balwantrao,MALE,64,GENERAL,INC,Hand,62484,882,63366,30.17270524,283413
Maharashtra,89,Naigaon,3 Marotrao Vyankatrao Kawale Guruji,MALE,53,GENERAL,VBA,Gas Cylinder,22928,77,23005,10.95418811,283413
Maharashtra,89,Naigaon,4 Aniket Amrutrao Shinde,MALE,26,GENERAL,SBBGP,Sewing Machine,1219,2,1221,0.5813981172,283413
Maharashtra,89,Naigaon,5 NOTA,,,,NOTA,NOTA,959,1,960,0.4571189128,283413
Maharashtra,89,Naigaon,6 Ajaj Najirsab Sayyad,MALE,26,GENERAL,AIMIM,Kite,952,2,954,0.4542619196,283413
Maharashtra,89,Naigaon,7 Sayyad Haidar Sayyad Rajjaq,MALE,35,GENERAL,IND,Television,698,,698,0.3323635429,283413
Maharashtra,89,Naigaon,8 Havgirao Sambhaji Honshette,MALE,64,GENERAL,IND,Room Cooler,659,,659,0.313793087,283413
Maharashtra,89,Naigaon,9 Babarao Laxmanrao Dongaonkar,MALE,45,SC,NSPU,Helicopter,404,,404,0.1923708758,283413
Maharashtra,89,Naigaon,10 Digambar Hulappa Ramlod,MALE,27,GENERAL,IND,Almirah,305,,305,0.1452304879,283413
Maharashtra,89,Naigaon,11 Shankar Poshatti Shamante,MALE,60,GENERAL,IND,Bat,301,,301,0.1433258258,283413
Maharashtra,89,Naigaon,12 Kailas Subhash Bhalerao,MALE,33,SC,IND,Cot,220,1,221,0.1052325831,283413
Maharashtra,89,Naigaon,13 Varsharani Baburao Namwad,FEMALE,34,SC,BHAPRAP,Ludo,167,,167,0.07951964421,283413
 TURNOUT , TOTAL : ,,,,,,,,208357,1654,210011,74.10069404,
Maharashtra,90,Deglur ,1 Antapurkar Raosaheb Jayvanta,MALE,62,SC,INC,Hand,88571,836,89407,50.19171284,291870
Maharashtra,90,Deglur ,2 Sabne Subhash Pirajirao,MALE,49,SC,SHS,Bow and Arrow,66071,903,66974,37.59817213,291870
Maharashtra,90,Deglur ,3 Ramchandra Gangaram Bharande,MALE,43,SC,VBA,Gas Cylinder,11989,68,12057,6.76861411,291870
Maharashtra,90,Deglur ,4 Balaji Baliram Bande,MALE,55,SC,IND,Sewing Machine,3508,15,3523,1.977757942,291870
Maharashtra,90,Deglur ,5 NOTA,,,,NOTA,NOTA,1668,8,1676,0.9408805879,291870
Maharashtra,90,Deglur ,6 Savitribai Kamble Nagnikar,FEMALE,45,SC,BSP,Elephant,1363,2,1365,0.7662899776,291870
Maharashtra,90,Deglur ,7 Ramchandra Laloo Vananje,MALE,58,SC,IND,Truck,1001,,1001,0.5619459836,291870
Maharashtra,90,Deglur ,8 Balwant Rajaram Gajbhare,MALE,37,SC,IND,Helicopter,844,2,846,0.4749313707,291870
Maharashtra,90,Deglur ,9 Vimal Baburao Wagmare,FEMALE,42,SC,NSPU,Cup & Saucer,658,1,659,0.3699524507,291870
Maharashtra,90,Deglur ,10 Bhimrao Narayan Gaikwad,MALE,59,SC,IND,Bat,623,,623,0.3497426052,291870
 TURNOUT , TOTAL : ,,,,,,,,176296,1835,178131,61.03093843,
Maharashtra,91,Mukhed,1 Tushar Govindrao Rathod,MALE,40,GENERAL,BJP,Lotus,100925,1648,102573,55.14262367,283183
Maharashtra,91,Mukhed,2 Bhausaheb Khushalrao Patil,MALE,49,GENERAL,INC,Hand,70143,567,70710,38.01326782,283183
Maharashtra,91,Mukhed,3 Jivan Vithalrao Daregawe,MALE,50,GENERAL,VBA,Gas Cylinder,8729,27,8756,4.707172578,283183
Maharashtra,91,Mukhed,4 Balaji Janardhan Aaglave,MALE,45,GENERAL,SBBGP,Sewing Machine,1678,5,1683,0.9047706087,283183
Maharashtra,91,Mukhed,5 Jitendra Dashrath Waghmare,MALE,43,SC,BSP,Elephant,1210,8,1218,0.6547894245,283183
Maharashtra,91,Mukhed,6 NOTA,,,,NOTA,NOTA,1073,1,1074,0.5773758964,283183
 TURNOUT , TOTAL : ,,,,,,,,183758,2256,186014,65.68685267,
Maharashtra,92,Basmath,1 Chandrakant Alias Rajubhaiyya Ramakant Nawghare,MALE,38,GENERAL,NCP,Clock,74957,364,75321,34.59328627,292304
Maharashtra,92,Basmath,2 Adv. Shivaji Munjajirao Jadhav,MALE,58,GENERAL,IND,Ganna Kisan,66425,645,67070,30.80378261,292304
Maharashtra,92,Basmath,3 Mundada Jaiprakash Shankarlal,MALE,69,GENERAL,SHS,Bow and Arrow,41158,399,41557,19.08622028,292304
Maharashtra,92,Basmath,4 Shaikh Farid Alias Munir Isak Patel,MALE,61,GENERAL,VBA,Gas Cylinder,25298,99,25397,11.66428608,292304
Maharashtra,92,Basmath,5 NOTA,,,,NOTA,NOTA,1955,2,1957,0.8988072548,292304
Maharashtra,92,Basmath,6 Gautam Marotrao Dipke,MALE,37,SC,BSP,Elephant,1172,5,1177,0.5405703316,292304
Maharashtra,92,Basmath,7 Avez Ansari,MALE,52,GENERAL,ANC,Auto- Rickshaw,932,1,933,0.4285064735,292304
Maharashtra,92,Basmath,8 Kondiba Gounaji Maske,MALE,52,SC,APoI,Coat,911,,911,0.4184023552,292304
Maharashtra,92,Basmath,9 Balasaheb Desai Deshmukh,MALE,51,GENERAL,IND,Whistle,843,,843,0.3871714439,292304
Maharashtra,92,Basmath,10 Jadhav Shivaji Nandu,MALE,47,GENERAL,IND,Batsman,812,,812,0.3729338226,292304
Maharashtra,92,Basmath,11 Raghunath Subhanji Suryawanshi,MALE,52,GENERAL,IND,Key,746,1,747,0.3430807457,292304
Maharashtra,92,Basmath,12 Jadhav Shivaji Dhanju,MALE,53,GENERAL,IND,Cup & Saucer,528,,528,0.2424988403,292304
Maharashtra,92,Basmath,13 Ashok (Samrat) Sambhaji Gaikwad,MALE,33,SC,IND,Ring,479,1,480,0.2204534912,292304
 TURNOUT , TOTAL : ,,,,,,,,216216,1517,217733,74.48854617,
Maharashtra,93,Kalamnuri,1 Bangar Santosh Laxmanrao,MALE,39,GENERAL,SHS,Bow and Arrow,82016,499,82515,39.04113478,305506
Maharashtra,93,Kalamnuri,2 Ajit Magar,MALE,44,GENERAL,VBA,Gas Cylinder,65892,245,66137,31.2920503,305506
Maharashtra,93,Kalamnuri,3 Dr. Santosh Kautika Tarfe,MALE,43,ST,INC,Hand,57152,392,57544,27.22635957,305506
Maharashtra,93,Kalamnuri,4 NOTA,,,,NOTA,NOTA,1244,3,1247,0.5900053938,305506
Maharashtra,93,Kalamnuri,5 Tarfe Santosh Ambadas,MALE,29,ST,IND,Road Roller,1088,,1088,0.5147761575,305506
Maharashtra,93,Kalamnuri,6 Mushtak Esak Shaikh,MALE,35,GENERAL,ANC,Gramophone,1078,,1078,0.510044759,305506
Maharashtra,93,Kalamnuri,7 Piraji Gangaram Ingole,MALE,53,SC,BSP,Elephant,1000,1,1001,0.4736129905,305506
Maharashtra,93,Kalamnuri,8 Paikrao Ashok Wamanrao,MALE,61,SC,IND,Cup & Saucer,744,,744,0.3520160489,305506
 TURNOUT , TOTAL : ,,,,,,,,210214,1140,211354,69.18162,
Maharashtra,94,Hingoli,1 Tanhaji Sakharamji Mutkule,MALE,58,GENERAL,BJP,Lotus,94420,898,95318,47.58310495,312431
Maharashtra,94,Hingoli,2 Patil Bhaurao Baburao,MALE,63,GENERAL,INC,Hand,70646,607,71253,35.56976622,312431
Maharashtra,94,Hingoli,3 Vasim Deshmukh,MALE,35,GENERAL,VBA,Gas Cylinder,19718,138,19856,9.912190057,312431
Maharashtra,94,Hingoli,4 Adv.Vijay Dnyanba Raut,MALE,35,GENERAL,PHJSP,Cup & Saucer,4630,16,4646,2.319300715,312431
Maharashtra,94,Hingoli,5 Asaraji (Pappu) Suresh Chavan,MALE,38,GENERAL,IND,Air Conditioner,1730,3,1733,0.8651201334,312431
Maharashtra,94,Hingoli,6 Suresh Mohan Gaikwad,MALE,39,GENERAL,BSP,Elephant,1566,1,1567,0.7822523076,312431
Maharashtra,94,Hingoli,7 NOTA,,,,NOTA,NOTA,1366,3,1369,0.6834099611,312431
Maharashtra,94,Hingoli,8 Muktarodin Azizodin Shekh,MALE,66,GENERAL,IND,DIAMOND,967,,967,0.4827300456,312431
Maharashtra,94,Hingoli,9 Raavan alias Ramesh Punjaji Dhabe,MALE,41,SC,APoI,Coat,844,1,845,0.4218271856,312431
Maharashtra,94,Hingoli,10 Ganesh Govindrao Wankhede,MALE,59,GENERAL,BHJSRP,Telephone,653,2,655,0.3269784693,312431
Maharashtra,94,Hingoli,11 Sayyed A. Khadir Sayyed Mastan (Goregaonkar),MALE,46,GENERAL,IND,Key,622,,622,0.3105047449,312431
Maharashtra,94,Hingoli,12 Vinod Keshavrao Paratwar,MALE,66,GENERAL,IND,Road Roller,526,,526,0.262581183,312431
Maharashtra,94,Hingoli,13 Sunil Dasharath Ingole,MALE,39,SC,BAHUMP,SHIP,344,1,345,0.1722253006,312431
Maharashtra,94,Hingoli,14 Prakash Mahadu Raut,MALE,49,GENERAL,IND,Apple,324,1,325,0.1622412252,312431
Maharashtra,94,Hingoli,15 Adv. Sadashiv Yadavrao Hatkar,MALE,45,SC,BVA,Whistle,292,,292,0.1457675008,312431
 TURNOUT , TOTAL : ,,,,,,,,198648,1671,200319,64.11623687,
Maharashtra,95,Jintur,1 Bordikar Meghna Deepak Sakore,FEMALE,39,GENERAL,BJP,Lotus,116146,767,116913,45.46366617,350923
Maharashtra,95,Jintur,2 Bhambale Vijay Manikrao,MALE,45,GENERAL,NCP,Clock,112579,617,113196,44.01824566,350923
Maharashtra,95,Jintur,3 Manohar Rustum Wakle,MALE,41,SC,VBA,Gas Cylinder,13107,65,13172,5.122162725,350923
Maharashtra,95,Jintur,4 Patil Ram Sukhdev,MALE,52,GENERAL,IND,Television,4717,10,4727,1.838176678,350923
Maharashtra,95,Jintur,5 Ankush Sitaram Rathod,MALE,29,GENERAL,CPI,Ears of Corn And Sickle,1791,1,1792,0.6968505621,350923
Maharashtra,95,Jintur,6 NOTA,,,,NOTA,NOTA,1453,7,1460,0.5677465517,350923
Maharashtra,95,Jintur,7 Rajesh Bhagwanrao Bhise,MALE,40,SC,IND,Football,1366,,1366,0.5311930066,350923
Maharashtra,95,Jintur,8 Gaikwad Dinkar Dharoji,MALE,29,SC,BAHUMP,Whistle,1216,,1216,0.4728628814,350923
Maharashtra,95,Jintur,9 Devanand Shamrao Ratne,MALE,51,GENERAL,IND,Cup & Saucer,837,,837,0.3254820985,350923
Maharashtra,95,Jintur,10 Ghansawadh Rajendra Sahaduji,MALE,46,SC,BSP,Elephant,790,1,791,0.3075941934,350923
Maharashtra,95,Jintur,11 Balaji Madhavrao Shinde,MALE,52,GENERAL,SBBGP,Sewing Machine,575,3,578,0.2247654157,350923
Maharashtra,95,Jintur,12 Dnyandev Narayanrao Dabhade,MALE,68,SC,IND,Key,433,,433,0.168379628,350923
Maharashtra,95,Jintur,13 Mahendra Bajirao Kale,MALE,38,SC,ANC,Gramophone,388,,388,0.1508805905,350923
Maharashtra,95,Jintur,14 Syed Javed Hashmi Syed Amir Hashmi,MALE,60,GENERAL,IND,Ganna Kisan,288,,288,0.1119938403,350923
 TURNOUT , TOTAL : ,,,,,,,,255686,1471,257157,73.28017827,
Maharashtra,96,Parbhani ,1 DR. RAHUL VEDPRAKASH PATIL,MALE,44,GENERAL,SHS,Bow and Arrow,103469,1115,104584,54.3971705,306460
Maharashtra,96,Parbhani ,2 MOHAMMAD GOUSE ZAIN,MALE,43,GENERAL,VBA,Gas Cylinder,22620,174,22794,11.85582024,306460
Maharashtra,96,Parbhani ,3 ALI KHAN MOIN KHAN,MALE,36,GENERAL,AIMIM,Kite,22666,75,22741,11.82825341,306460
Maharashtra,96,Parbhani ,4 SURESH KUNDLIKRAO NAGRE,MALE,40,GENERAL,IND,Tractor Chalata Kissan,18260,171,18431,9.586497451,306460
Maharashtra,96,Parbhani ,5 DESHMUKH RAVIRAJ ASHOKRAO,MALE,38,GENERAL,INC,Hand,15441,139,15580,8.103609695,306460
Maharashtra,96,Parbhani ,6 SACHIN BHIMRAO PATIL,MALE,33,GENERAL,MNS,Railway Engine,1911,6,1917,0.9970872776,306460
Maharashtra,96,Parbhani ,7 NOTA,,,,NOTA,NOTA,1575,11,1586,0.8249245813,306460
Maharashtra,96,Parbhani ,8 PRATIBHA PRAMOD MESHRAM,FEMALE,43,SC,BSP,Elephant,834,14,848,0.4410693852,306460
Maharashtra,96,Parbhani ,9 VINOD ANNA RANGNATHARAO BHOSALE,MALE,44,GENERAL,BMUP,Cot,706,11,717,0.3729324873,306460
Maharashtra,96,Parbhani ,10 SANGITA PRABHAKAR JAGADE,FEMALE,35,GENERAL,IND,Television,703,1,704,0.3661708104,306460
Maharashtra,96,Parbhani ,11 BODHANE SHIVLING MAHADAPA,MALE,46,GENERAL,PHJSP,Cup & Saucer,553,1,554,0.2881514616,306460
Maharashtra,96,Parbhani ,12 SHAMIM KHAN NASEER KHAN,MALE,26,GENERAL,IND,Bat,465,,465,0.2418599813,306460
Maharashtra,96,Parbhani ,13 GOVIND (BHAIYA) RAMRAO DESHMUKH PEDGAONKAR,MALE,37,GENERAL,IND,Helicopter,461,1,462,0.2402995943,306460
Maharashtra,96,Parbhani ,14 ADV. AFZAL BAIG SAHAB,MALE,47,GENERAL,IND,Sewing Machine,375,2,377,0.19608863,306460
Maharashtra,96,Parbhani ,15 ABDUL ZAMEER JAMMU BOSS,MALE,47,GENERAL,IND,Whistle,257,,257,0.1336731509,306460
Maharashtra,96,Parbhani ,16 SK. ALI SK. NABI,MALE,41,GENERAL,IND,Ring,243,,243,0.1263913451,306460
 TURNOUT , TOTAL : ,,,,,,,,190539,1721,192260,62.73575671,
Maharashtra,97,Gangakhed,1 RATNAKAR MANIKRAO GUTTE,MALE,61,GENERAL,RSPS,Tractor Chalata Kissan,80519,650,81169,30.07172549,389421
Maharashtra,97,Gangakhed,2 KADAM VISHAL VIJAYKUMAR,MALE,38,GENERAL,SHS,Bow and Arrow,62643,468,63111,23.38154551,389421
Maharashtra,97,Gangakhed,3 SITARAM CHIMAJI GHANDAT,MALE,78,SC,IND,Truck,52021,226,52247,19.35661942,389421
Maharashtra,97,Gangakhed,4 KARUNABAI BALASAHEB KUNDGIR,FEMALE,50,GENERAL,VBA,Gas Cylinder,28640,197,28837,10.68361502,389421
Maharashtra,97,Gangakhed,5 SANTOSH TRIMBAK MURKUTE,MALE,41,GENERAL,IND,Helicopter,22860,95,22955,8.50443468,389421
Maharashtra,97,Gangakhed,6 DR. KENDRE MADHUSUDAN MANIKRAO,MALE,54,GENERAL,NCP,Clock,8144,60,8204,3.039441608,389421
Maharashtra,97,Gangakhed,7 VITHTHAL KONDIBA JAWADE,MALE,69,SC,MNS,Railway Engine,4078,1,4079,1.511199698,389421
Maharashtra,97,Gangakhed,8 ADV. SANJIV DEVRAO PRADHAN,MALE,45,SC,IND,Auto- Rickshaw,1732,,1732,0.641676361,389421
Maharashtra,97,Gangakhed,9 NOTA,,,,NOTA,NOTA,1597,4,1601,0.5931431027,389421
Maharashtra,97,Gangakhed,10 GAJANAN DIGAMBAR GIRI,MALE,44,GENERAL,BVA,Whistle,1328,1,1329,0.4923717573,389421
Maharashtra,97,Gangakhed,11 TUKARAM TATERAO VHAWALE,MALE,45,SC,IND,Sewing Machine,1131,,1131,0.4190161456,389421
Maharashtra,97,Gangakhed,12 BALAJI MAROTI SAGAR,MALE,65,GENERAL,IND,Hat,1036,,1036,0.3838202713,389421
Maharashtra,97,Gangakhed,13 SAKHARAM GYANABA BOBDE,MALE,44,GENERAL,MHBHVCAG,Cup & Saucer,719,3,722,0.2674886447,389421
Maharashtra,97,Gangakhed,14 KHANDARE DEVRAO GANPATRAO,MALE,51,SC,BSP,Elephant,687,5,692,0.2563741581,389421
Maharashtra,97,Gangakhed,15 AJAHAR SHAIKH MEHTAB SHAIKH,MALE,37,GENERAL,IND,Bat,568,,568,0.21043428,389421
Maharashtra,97,Gangakhed,16 GAJANAN BABURAO MARGIL,MALE,49,GENERAL,IND,Football,505,,505,0.1870938581,389421
 TURNOUT , TOTAL : ,,,,,,,,268208,1710,269918,69.31264621,
Maharashtra,98,Pathri,1 WARPUDKAR SURESH AMBADASRAO,MALE,68,GENERAL,INC,Hand,105297,328,105625,44.69386028,353895
Maharashtra,98,Pathri,2 PHAD MOHAN MADHAVRAO,MALE,43,GENERAL,BJP,Lotus,90559,292,90851,38.44243219,353895
Maharashtra,98,Pathri,3 VILAS SAHEB BABAR,MALE,42,GENERAL,VBA,Gas Cylinder,21702,42,21744,9.200693945,353895
Maharashtra,98,Pathri,4 DR JAGDISH BALASAHEB SHINDE,MALE,37,GENERAL,IND,Key,8520,31,8551,3.618245673,353895
Maharashtra,98,Pathri,5 AJAY SADASHIV SOLANKE,MALE,30,GENERAL,ARP,Cup & Saucer,1770,1,1771,0.7493758727,353895
Maharashtra,98,Pathri,6 NOTA,,,,NOTA,NOTA,1693,3,1696,0.7176405873,353895
Maharashtra,98,Pathri,7 GAUTAM VAIJNATHRAO UJGARE,MALE,39,SC,BSP,Elephant,1514,1,1515,0.6410527652,353895
Maharashtra,98,Pathri,8 MUJEEB ALAM BADARE ALAM,MALE,46,GENERAL,IND,Carrom Board,1222,,1222,0.5170735835,353895
Maharashtra,98,Pathri,9 CHAVAN NARAYAN TUKARAM,MALE,39,GENERAL,IND,Hand Cart,1174,2,1176,0.4976092752,353895
Maharashtra,98,Pathri,10 JAIJAIRAM SHRIRAM VIGHNE,MALE,40,GENERAL,IND,Bat,1155,,1155,0.4887233953,353895
Maharashtra,98,Pathri,11 MOIZ ANSARI ABDUL QUADER,MALE,45,GENERAL,BMUP,Whistle,1023,1,1024,0.4332924301,353895
 TURNOUT , TOTAL : ,,,,,,,,235629,701,236330,66.77969454,
Maharashtra,99,Partur,1 BABANRAO DATTATRYA YADAV(LONIKAR),MALE,60,GENERAL,BJP,Lotus,105784,537,106321,52.21206779,296299
Maharashtra,99,Partur,2 JETHLIYA SURESHKUMAR KANHAIYALAL,MALE,63,GENERAL,INC,Hand,79735,644,80379,39.47248236,296299
Maharashtra,99,Partur,3 SHIVAJI KAMLAJI SAWANE,MALE,36,GENERAL,VBA,Gas Cylinder,8591,25,8616,4.231141318,296299
Maharashtra,99,Partur,4 COM. SARITA MAROTI KHANDARE,FEMALE,33,GENERAL,CPIM,"Hammer, Sickle and Star",2180,3,2183,1.072026636,296299
Maharashtra,99,Partur,5 NOTA,,,,NOTA,NOTA,1145,6,1151,0.5652325507,296299
